location,site,species,id,number,fl,tl,wt,month,season,year
creek,CR9,creek chub,,1,76,82,3.5,may,spring,2023
creek,CR9,creek chub,,1,86,91,5.9,october,fall,2023
creek,Culvert ,creek chub,,1,97,104,9.6,august,summer,2022
creek,Culvert ,creek chub,,1,116,122,18.9,august,summer,2022
creek,Culvert ,creek chub,,1,102,104,11.5,august,summer,2022
creek,Culvert ,creek chub,,1,67,71,3.3,august,summer,2022
creek,Culvert ,creek chub,,1,92,98,7.8,august,summer,2022
creek,Culvert ,creek chub,,1,95,101,9,august,summer,2022
creek,Culvert ,creek chub,,1,70,75,3.6,august,summer,2022
creek,Culvert ,creek chub,,1,84,89,6.9,august,summer,2022
creek,Culvert ,creek chub,,8,98,105,88.5,august,summer,2022
creek,Culvert ,creek chub,,1,163,177,49.4,august,summer,2022
creek,Culvert ,creek chub,,1,132,140,26.2,august,summer,2022
creek,Culvert ,creek chub,,1,144,152,34.6,august,summer,2022
creek,Culvert ,creek chub,,2,130,139,55.5,august,summer,2022
creek,Culvert ,creek chub,,1,119,126,20.3,august,summer,2022
creek,Culvert ,creek chub,,6,118,127,107,august,summer,2022
creek,DN2-22-81,creek chub,,1,125,132,29,may,spring,2022
creek,DN2-22-82,creek chub,,1,84,90,7,may,spring,2022
creek,DN2-22-83,creek chub,,1,80,86,7,may,spring,2022
creek,downstream,creek chub,CR5-M24-CC-2,1,140,149,33.3,april,spring,2024
creek,downstream,creek chub,CR5-M24-CC-3,1,127,135,18.4,april,spring,2024
creek,downstream,creek chub,,1,122,131,17.8,april,spring,2024
creek,downstream,creek chub,,bulk,,,120.3,april,spring,2024
creek,downstream,creek chub,,bulk,,,200,april,spring,2024
creek,downstream,creek chub,,1,83,89,6,april,spring,2024
creek,downstream,creek chub,,1,172,184,55.1,april,spring,2024
creek,downstream,creek chub,,1,72,79,4.1,april,spring,2024
creek,downstream,creek chub,,1,131,140,22.1,april,spring,2024
creek,downstream,creek chub,,1,168,177,53.5,april,spring,2024
creek,downstream,creek chub,,1,155,164,41.7,april,spring,2024
creek,downstream,creek chub,,1,120,128,18.4,april,spring,2024
creek,downstream,creek chub,,1,76,83,3.7,april,spring,2024
creek,downstream,creek chub,,1,86,93,5.9,april,spring,2024
creek,downstream,creek chub,,bulk,,,237.4,april,spring,2024
creek,downstream,creek chub,,bulk,,,170.3,april,spring,2024
creek,downstream,creek chub,,bulk,,,146.5,april,spring,2024
creek,downstream,creek chub,,1,215,225,122.7,april,spring,2024
creek,downstream,creek chub,,bulk,,,300.8,april,spring,2024
creek,downstream,creek chub,,bulk,,,230.8,april,spring,2024
creek,downstream,creek chub,,1,163,174,44.5,april,spring,2024
creek,downstream,creek chub,,1,86,93,6,april,spring,2024
creek,downstream,creek chub,,1,160,176,48.5,april,spring,2024
creek,downstream,creek chub,,1,90,96,7.1,april,spring,2024
creek,downstream,creek chub,,1,121,128,20,april,spring,2024
creek,downstream,creek chub,,1,108,117,13.8,april,spring,2024
creek,downstream,creek chub,,1,87,94,5.5,april,spring,2024
creek,downstream,creek chub,,1,116,125,18.7,april,spring,2024
creek,downstream,creek chub,,bulk,,,78.5,april,spring,2024
creek,downstream,creek chub,,1,125,134,15.5,april,spring,2024
creek,downstream,creek chub,,1,80,86,3.8,april,spring,2024
creek,downstream,creek chub,,1,95,102,8.6,april,spring,2024
creek,downstream,creek chub,,bulk,,,120.4,april,spring,2024
creek,downstream,creek chub,,bulk,,,450.9,april,spring,2024
creek,downstream,creek chub,,bulk,,,368.3,april,spring,2024
creek,downstream,creek chub,,bulk,,,312.7,april,spring,2024
creek,downstream,creek chub,,bulk,,,226.2,april,spring,2024
creek,downstream,creek chub,,bulk,,,231,april,spring,2024
creek,downstream,creek chub,,bulk,,,106.8,april,spring,2024
creek,downstream,creek chub,,bulk,,,136.9,april,spring,2024
creek,downstream,creek chub,CR1-A24-CC-6,1,131,138,25,august,summer,2024
creek,downstream,creek chub,,1,175,185,57.8,august,summer,2024
creek,downstream,creek chub,,1,113,120,15.4,august,summer,2024
creek,downstream,creek chub,,1,105,113,12.3,august,summer,2024
creek,downstream,creek chub,CR5-A24-CC-1,1,135,143,28.2,august,summer,2024
creek,downstream,creek chub,CR5-A24-CC-2,1,123,132,22.1,august,summer,2024
creek,downstream,creek chub,CR5-A24-CC-3,1,152,161,33.6,august,summer,2024
creek,downstream,creek chub,,1,103,110,12.1,august,summer,2024
creek,downstream,creek chub,,1,103,109,10.4,august,summer,2024
creek,downstream,creek chub,,1,110,118,13.8,august,summer,2024
creek,downstream,creek chub,,1,127,136,17.7,august,summer,2024
creek,downstream,creek chub,,1,150,157,42.9,august,summer,2024
creek,downstream,creek chub,,1,97,105,9.5,august,summer,2024
creek,downstream,creek chub,CR5-A24-CS-4,1,120,133,20.3,august,summer,2024
creek,downstream,creek chub,,1,104,111,10.7,august,summer,2024
creek,downstream,creek chub,,1,85,92,6.7,august,summer,2024
creek,downstream,creek chub,,1,155,165,42.5,august,summer,2024
creek,downstream,creek chub,,1,150,160,42.2,august,summer,2024
creek,downstream,creek chub,CR5-A24-CC-4,1,113,122,14.7,august,summer,2024
creek,downstream,creek chub,,1,107,115,12.9,august,summer,2024
creek,downstream,creek chub,,1,85,92,7.1,august,summer,2024
creek,downstream,creek chub,CR5-A24-CC-5,1,125,131,21.2,august,summer,2024
creek,downstream,creek chub,,1,90,96,7.4,august,summer,2024
creek,downstream,creek chub,,1,101,108,11.1,august,summer,2024
creek,downstream,creek chub,,1,97,105,9.4,august,summer,2024
creek,downstream,creek chub,,1,100,107,11.3,august,summer,2024
creek,downstream,creek chub,,1,192,205,83.3,august,summer,2024
creek,downstream,creek chub,CR5-A24-CC-6,1,127,135,24.6,august,summer,2024
creek,downstream,creek chub,,1,140,150,26.8,august,summer,2024
creek,downstream,creek chub,,1,172,183,64.7,august,summer,2024
creek,downstream,creek chub,,1,164,174,55.7,august,summer,2024
creek,downstream,creek chub,,1,168,179,67.8,august,summer,2024
creek,downstream,creek chub,,1,145,155,38.8,august,summer,2024
creek,downstream,creek chub,,1,148,157,39.5,august,summer,2024
creek,downstream,creek chub,,1,126,135,23.2,august,summer,2024
creek,downstream,creek chub,,1,93,102,6.9,august,summer,2024
creek,downstream,creek chub,,1,107,116,12.5,august,summer,2024
creek,downstream,creek chub,,1,125,133,15.8,august,summer,2024
creek,downstream,creek chub,,1,110,118,11.2,august,summer,2024
creek,downstream,creek chub,,1,100,107,11.1,august,summer,2024
creek,downstream,creek chub,,1,98,105,9.3,august,summer,2024
creek,downstream,creek chub,FN-A23-CC-10,1,119,128,13.3,august,summer,2023
creek,downstream,creek chub,,1,177,187,68.1,august,summer,2023
creek,downstream,creek chub,FN-A23-CC-5,1,105,114,13,august,summer,2023
creek,downstream,creek chub,,1,,,,august,summer,2023
creek,downstream,creek chub,,1,112,120,15.8,august,summer,2023
creek,downstream,creek chub,,1,130,138,13.4,august,summer,2023
creek,downstream,creek chub,,1,72,79,4.2,august,summer,2023
creek,downstream,creek chub,,1,167,176,51.1,august,summer,2023
creek,downstream,creek chub,,1,132,142,28.6,august,summer,2023
creek,downstream,creek chub,FN-A23-CC-1,1,131,140,24.8,august,summer,2023
creek,downstream,creek chub,FN-A23-CC-2,1,137,145,25.8,august,summer,2023
creek,downstream,creek chub,FN-A23-CC-3,1,104,113,12.2,august,summer,2023
creek,downstream,creek chub,,1,120,125,16.8,august,summer,2023
creek,downstream,creek chub,,1,168,177,55.2,august,summer,2023
creek,downstream,creek chub,,1,140,152,38.7,august,summer,2023
creek,downstream,creek chub,CR5-A23-CC-7,1,105,113,11.4,august,summer,2023
creek,downstream,creek chub,,1,73,78,4.3,august,summer,2023
creek,downstream,creek chub,,1,60,72,2.8,august,summer,2023
creek,downstream,creek chub,,1,62,67,1.5,august,summer,2023
creek,downstream,creek chub,,1,125,134,27.5,august,summer,2023
creek,downstream,creek chub,,1,75,80,6.5,august,summer,2023
creek,downstream,creek chub,,1,140,148,33.6,august,summer,2023
creek,downstream,creek chub,,1,95,102,9.1,august,summer,2023
creek,downstream,creek chub,,1,123,132,21.7,august,summer,2023
creek,downstream,creek chub,,1,103,107,11.8,august,summer,2023
creek,downstream,creek chub,,1,97,105,9.7,august,summer,2023
creek,downstream,creek chub,,1,87,94,6.1,august,summer,2023
creek,downstream,creek chub,,1,80,85,5,august,summer,2023
creek,downstream,creek chub,,1,73,77,14,august,summer,2023
creek,downstream,creek chub,,1,67,74,3.4,august,summer,2023
creek,downstream,creek chub,,1,70,75,3.4,august,summer,2023
creek,downstream,creek chub,,1,143,152,36.5,august,summer,2023
creek,downstream,creek chub,,1,120,125,20,august,summer,2023
creek,downstream,creek chub,CR5-A23-CC-9,1,105,112,12,august,summer,2023
creek,downstream,creek chub,,1,66,67,1.7,august,summer,2023
creek,downstream,creek chub,,1,58,63,3.1,august,summer,2023
creek,downstream,creek chub,,1,175,185,56.1,august,summer,2023
creek,downstream,creek chub,,1,122,130,21.9,august,summer,2023
creek,downstream,creek chub,,1,149,158,42.9,august,summer,2023
creek,downstream,creek chub,,1,155,164,45.7,august,summer,2023
creek,downstream,creek chub,,3,65,69,6.7,august,summer,2023
creek,downstream,creek chub,,1,95,102,6.4,august,summer,2023
creek,downstream,creek chub,,1,58,61,0.5,august,summer,2023
creek,downstream,creek chub,,1,70,74,8.2,august,summer,2023
creek,downstream,creek chub,,1,110,122,10.1,august,summer,2023
creek,downstream,creek chub,,1,61,66,1.9,august,summer,2023
creek,downstream,creek chub,,1,112,124,14.2,august,summer,2023
creek,downstream,creek chub,,4,97,74,10.5,august,summer,2023
creek,downstream,creek chub,,1,58,63,2.2,august,summer,2023
creek,downstream,creek chub,,1,125,133,20.4,august,summer,2023
creek,downstream,creek chub,,1,110,118,14.6,august,summer,2023
creek,downstream,creek chub,,1,116,124,17.4,august,summer,2023
creek,downstream,creek chub,,1,121,126,14.8,august,summer,2023
creek,downstream,creek chub,,1,85,91,4.9,august,summer,2023
creek,downstream,creek chub,,1,70,77,2.4,august,summer,2023
creek,downstream,creek chub,,1,65,70,3.4,august,summer,2023
creek,downstream,creek chub,,1,70,75,3.5,august,summer,2023
creek,downstream,creek chub,,1,72,76,5,august,summer,2023
creek,downstream,creek chub,,1,75,81,4.2,august,summer,2023
creek,downstream,creek chub,,1,70,75,3.2,august,summer,2023
creek,downstream,creek chub,,1,66,72,2.2,august,summer,2023
creek,downstream,creek chub,,1,111,118,14.9,august,summer,2023
creek,downstream,creek chub,,1,135,145,26.4,august,summer,2023
creek,downstream,creek chub,,1,136,145,30,august,summer,2023
creek,downstream,creek chub,,1,75,81,4.1,august,summer,2023
creek,downstream,creek chub,,1,70,75,3.4,august,summer,2023
creek,downstream,creek chub,,1,131,140,43.2,august,summer,2023
creek,downstream,creek chub,,1,92,100,7.7,august,summer,2023
creek,downstream,creek chub,,1,85,92,3.2,august,summer,2023
creek,downstream,creek chub,,1,57,62,1.8,august,summer,2023
creek,downstream,creek chub,,1,60,65,1.6,august,summer,2023
creek,downstream,creek chub,,1,67,72,2.2,august,summer,2023
creek,downstream,creek chub,,1,115,123,17.4,august,summer,2023
creek,downstream,creek chub,,1,190,202,81.2,august,summer,2023
creek,downstream,creek chub,,1,123,134,19.3,august,summer,2023
creek,downstream,creek chub,,1,162,173,45.3,august,summer,2023
creek,downstream,creek chub,,1,152,160,33.9,august,summer,2023
creek,downstream,creek chub,,1,95,103,,august,summer,2023
creek,downstream,creek chub,,1,110,119,14.5,august,summer,2023
creek,downstream,creek chub,,1,100,107,10,august,summer,2023
creek,downstream,creek chub,,1,72,79,2.7,august,summer,2023
creek,downstream,creek chub,,1,100,108,9.7,august,summer,2023
creek,downstream,creek chub,,1,112,122,12.8,august,summer,2023
creek,downstream,creek chub,,1,88,95,6,august,summer,2023
creek,downstream,creek chub,,1,183,194,71.3,may,spring,2023
creek,downstream,creek chub,,1,85,91,5.7,may,spring,2023
creek,downstream,creek chub,,3,140,147,127.6,may,spring,2023
creek,downstream,creek chub,,4,121,130,82.5,may,spring,2023
creek,downstream,creek chub,,2,90,96,19.5,may,spring,2023
creek,downstream,creek chub,,1,65,70,2.6,may,spring,2023
creek,downstream,creek chub,,2,90,94,12.7,may,spring,2023
creek,downstream,creek chub,,1,83,88,4.2,may,spring,2023
creek,downstream,creek chub,,3,65,70,5.8,may,spring,2023
creek,downstream,creek chub,,1,160,171,44.2,may,spring,2023
creek,downstream,creek chub,,1,114,123,17.2,may,spring,2023
creek,downstream,creek chub,,2,135,146,89.5,may,spring,2023
creek,downstream,creek chub,,1,147,157,44.6,may,spring,2023
creek,downstream,creek chub,,2,130,137,48.9,may,spring,2023
creek,downstream,creek chub,,1,208,216,100.9,may,spring,2023
creek,downstream,creek chub,,7,141,150,257.5,may,spring,2023
creek,downstream,creek chub,,,129,136,122.3,may,spring,2023
creek,downstream,creek chub,,1,117,124,15.2,may,spring,2023
creek,downstream,creek chub,,3,87,94,27.5,may,spring,2023
creek,downstream,creek chub,,2,121,129,31.4,may,spring,2023
creek,downstream,creek chub,,1,148,155,32.2,may,spring,2023
creek,downstream,creek chub,,1,78,86,3.4,may,spring,2023
creek,downstream,creek chub,,2,50,55,2.3,may,spring,2023
creek,downstream,creek chub,,1,131,140,27.2,may,spring,2023
creek,downstream,creek chub,,1,163,171,48.3,may,spring,2023
creek,downstream,creek chub,,1,165,175,61.2,may,spring,2023
creek,downstream,creek chub,,1,155,165,49.5,may,spring,2023
creek,downstream,creek chub,,1,172,182,64,may,spring,2023
creek,downstream,creek chub,,1,130,138,24.8,may,spring,2023
creek,downstream,creek chub,,1,114,122,18.3,may,spring,2023
creek,downstream,creek chub,,1,120,129,22,may,spring,2023
creek,downstream,creek chub,,1,138,146,25.5,may,spring,2023
creek,downstream,creek chub,,1,116,124,17.8,may,spring,2023
creek,downstream,creek chub,,1,166,176,49.7,may,spring,2023
creek,downstream,creek chub,,1,78,83,3.1,may,spring,2023
creek,downstream,creek chub,,1,159,167,41.3,may,spring,2023
creek,downstream,creek chub,,1,140,150,31,may,spring,2023
creek,downstream,creek chub,,1,97,102,,may,spring,2023
creek,downstream,creek chub,,1,102,108,12.6,may,spring,2023
creek,downstream,creek chub,,1,162,171,47.8,may,spring,2023
creek,downstream,creek chub,,2,146,155,64.6,may,spring,2023
creek,downstream,creek chub,,1,147,155,34.4,may,spring,2023
creek,downstream,creek chub,,6,126,134,130.3,may,spring,2023
creek,downstream,creek chub,,4,104,109,55.7,may,spring,2023
creek,downstream,creek chub,,9,110,118,131.6,may,spring,2023
creek,downstream,creek chub,,1,221,229,104.4,may,spring,2023
creek,downstream,creek chub,,7,130,137,185.6,may,spring,2023
creek,downstream,creek chub,,1,110,122,17.4,may,spring,2023
creek,downstream,creek chub,,1,147,156,36.2,may,spring,2023
creek,downstream,creek chub,,1,94,99,9.4,may,spring,2023
creek,downstream,creek chub,,8,140,149,190,may,spring,2023
creek,downstream,creek chub,,3,144,151,84.4,may,spring,2023
creek,downstream,creek chub,,3,162,172,148.5,may,spring,2023
creek,downstream,creek chub,,2,137,141,63.1,may,spring,2023
creek,downstream,creek chub,,3,120,129,50.6,may,spring,2023
creek,downstream,creek chub,,4,110,118,41.6,may,spring,2023
creek,downstream,creek chub,,2,196,206,173.5,may,spring,2023
creek,downstream,creek chub,,1,150,165,44,may,spring,2023
creek,downstream,creek chub,,1,85,88,5.1,may,spring,2023
creek,downstream,creek chub,,1,136,144,26.9,may,spring,2023
creek,downstream,creek chub,,7,124,133,169.5,may,spring,2023
creek,downstream,creek chub,,3,138,147,123.8,may,spring,2023
creek,downstream,creek chub,,10,107,113,160.9,may,spring,2023
creek,downstream,creek chub,,1,82,87,6.1,may,spring,2023
creek,downstream,creek chub,,4,112,119,78.7,may,spring,2023
creek,downstream,creek chub,,4,138,146,121.8,may,spring,2023
creek,downstream,creek chub,,2,122,129,45.4,may,spring,2023
creek,downstream,creek chub,,4,126,135,76.9,may,spring,2023
creek,downstream,creek chub,,4,115,124,63.5,may,spring,2023
creek,downstream,creek chub,,9,100,108,117.6,may,spring,2023
creek,downstream,creek chub,,1,195,204,82.6,may,spring,2023
creek,downstream,creek chub,,1,81,86,5.6,may,spring,2023
creek,downstream,creek chub,,11,116,126,288.9,may,spring,2023
creek,downstream,creek chub,,1,130,136,309.3,may,spring,2023
creek,downstream,creek chub,,12,119,127,41.4,may,spring,2023
creek,downstream,creek chub,,12,104,113,209.1,may,spring,2023
creek,downstream,creek chub,,2,107,115,83.7,may,spring,2023
creek,downstream,creek chub,,14,82,89,4.5,may,spring,2023
creek,downstream,creek chub,,5,160,169,254.9,may,spring,2023
creek,downstream,creek chub,,3,166,176,135.9,may,spring,2023
creek,downstream,creek chub,,1,161,170,43.6,may,spring,2023
creek,downstream,creek chub,,1,119,127,19.2,may,spring,2023
creek,downstream,creek chub,,1,130,137,22.1,may,spring,2023
creek,downstream,creek chub,,1,106,113,14,may,spring,2023
creek,downstream,creek chub,,3,115,123,50,may,spring,2023
creek,downstream,creek chub,,1,113,124,16.7,may,spring,2023
creek,downstream,creek chub,,1,112,119,12.5,may,spring,2023
creek,downstream,creek chub,,1,80,86,6.3,may,spring,2023
creek,downstream,creek chub,,1,52,55,0.6,may,spring,2023
creek,downstream,creek chub,,1,62,69,2.7,may,spring,2023
creek,downstream,creek chub,,4,58,61,8.9,may,spring,2023
creek,downstream,creek chub,,1,78,84,5.8,may,spring,2023
creek,downstream,creek chub,,2,98,105,20.5,may,spring,2023
creek,downstream,creek chub,,1,140,148,29.6,may,spring,2023
creek,downstream,creek chub,,1,147,152,27.6,may,spring,2023
creek,downstream,creek chub,,1,145,154,35.7,may,spring,2023
creek,downstream,creek chub,,1,122,129,25,may,spring,2023
creek,downstream,creek chub,,1,156,165,47,may,spring,2023
creek,downstream,creek chub,,3,116,122,54.3,may,spring,2023
creek,downstream,creek chub,,3,97,105,41.9,may,spring,2023
creek,downstream,creek chub,,1,71,75,3.1,may,spring,2023
creek,downstream,creek chub,,1,76,82,4.4,may,spring,2023
creek,downstream,creek chub,,1,57,61,2,may,spring,2023
creek,downstream,creek chub,,1,102,109,14.3,may,spring,2023
creek,downstream,creek chub,,1,75,80,3.9,may,spring,2023
creek,downstream,creek chub,,1,155,165,38.9,may,spring,2023
creek,downstream,creek chub,,3,164,173,118.5,may,spring,2023
creek,downstream,creek chub,,4,147,155,104.4,may,spring,2023
creek,downstream,creek chub,,9,110,117,130.9,may,spring,2023
creek,downstream,creek chub,,1,88,94,80.7,may,spring,2023
creek,downstream,creek chub,,1,170,178,57.4,may,spring,2023
creek,downstream,creek chub,,3,92,98,22.1,may,spring,2023
creek,downstream,creek chub,,3,133,142,105.7,may,spring,2023
creek,downstream,creek chub,,3,162,171,130.9,may,spring,2023
creek,downstream,creek chub,,7,130,139,136.7,may,spring,2023
creek,downstream,creek chub,,2,137,145,54.1,may,spring,2023
creek,downstream,creek chub,,11,105,115,164.1,may,spring,2023
creek,downstream,creek chub,,1,130,139,27.3,may,spring,2023
creek,downstream,creek chub,,1,76,82,5.5,may,spring,2023
creek,downstream,creek chub,,2,129,136,56.8,may,spring,2023
creek,downstream,creek chub,,3,110,116,44.4,may,spring,2023
creek,downstream,creek chub,,1,103,111,12,may,spring,2023
creek,downstream,creek chub,,1,81,90,6.2,may,spring,2023
creek,downstream,creek chub,,1,52,55,0.8,may,spring,2023
creek,downstream,creek chub,,1,73,79,4.2,may,spring,2023
creek,downstream,creek chub,,1,115,123,17.3,may,spring,2023
